name,rating,score,votes,budget,gross,runtime,log_votes,weighted_score,runtime_category,director_top10,writer_top10,star_top30,genre_top10,country_top5,company_top10,is_hit
Airplane II: the Sequel,PG,0.581081081081081,0.5887350550466303,0.7231201718424208,0.7342233869497365,0.10576923076923078,10.819798284210286,67.08274936210377,short,Others,Others,Others,Comedy,United States,Paramount Pictures,0
The Toy,PG,0.527027027027027,0.4278853223684982,0.7346883444657702,0.7697889191052327,0.1875,9.305741456739437,53.97330044908872,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,1
The House on Sorority Row,R,0.5540540540540541,0.39136782793671043,0.39374476123416857,0.6735728759624833,0.13461538461538458,8.962007209588313,53.77204325752987,normal,Others,Others,Others,Horror,United States,Others,1
Evil Under the Sun,PG,0.7027027027027026,0.46083285598885004,0.6856451599423127,0.6380055243019331,0.2596153846153846,9.61587214452889,68.27269222615512,normal,Others,Others,Others,Crime,United Kingdom,Others,0
Death Wish II,R,0.5540540540540541,0.46083285598885004,0.5368932854079981,0.7005083371766208,0.125,9.61587214452889,57.69523286717334,short,Others,Others,Others,Action,United States,Others,1
Silent Rage,R,0.4864864864864864,0.35032225398710226,0.6118432896963292,0.6728743879995776,0.1923076923076923,8.575650760987806,47.166079185432935,normal,Others,Others,Others,Action,United States,Columbia Pictures,1
Megaforce,PG,0.24324324324324326,0.3031712565497444,0.7497091165745452,0.6332402901165244,0.17307692307692307,8.131824785007195,30.087751704526625,normal,Others,Others,Others,Action,Others,Others,0
Personal Best,R,0.5945945945945945,0.2746811509277505,0.7290851287325871,0.6332029032537212,0.3125,7.8636512654486515,49.5410029723265,long,Others,Others,Others,Drama,United States,Others,0
Dead Men Don't Wear Plaid,PG,0.6756756756756757,0.4965768285418285,0.6759072406803831,0.7084046742281769,0.12019230769230771,9.952325334619427,68.67104480887406,short,Others,Others,Others,Comedy,United States,Others,1
Amityville II: The Possession,R,0.4864864864864864,0.4278853223684982,0.6215812079313173,0.6843591806620217,0.19711538461538458,9.305741456739437,51.18157801206689,normal,Others,Others,Others,Horror,Others,Others,1
Missing,PG,0.7837837837837837,0.48594473664249616,0.6809043900464106,0.691491337259794,0.28365384615384615,9.852246888342531,75.8623010402375,long,Others,Others,Others,Biography,United States,Others,0
Cannery Row,PG,0.6486486486486486,0.3062499298107607,0.696941094153562,0.6288415995345256,0.27403846153846156,8.160803920954665,54.677386270396255,long,Others,Others,Others,Comedy,United States,Others,0
Tempest,PG,0.6216216216216216,0.25694115540180484,0.709894111775549,0.6251311849388392,0.3701923076923077,7.696667081526462,50.028336029922,long,Others,Others,Others,Comedy,United States,Columbia Pictures,0
Still of the Night,PG,0.5675675675675674,0.32811350808110396,0.6856451599423127,0.6366103657797026,0.14423076923076922,8.366602832783736,51.03627727998079,normal,Others,Others,Others,Crime,United States,Others,0
Parasite,R,0.2702702702702703,0.2616615044411128,0.4522054044757694,0.12847906792805563,0.10576923076923078,7.741099090035366,30.19028645113793,short,Others,Others,Others,Horror,United States,Others,0
Honkytonk Man,PG,0.635135135135135,0.3966801496546839,0.5368932854079981,0.6180504700955178,0.28365384615384615,9.012011377036412,59.47927508844032,long,Clint Eastwood,Others,Clint Eastwood,Comedy,United States,Others,1
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,0.7162162162162161,0.3256142730997771,0.45780861375281956,0.5100525452234297,0.22115384615384615,8.343077871169383,60.07016067241956,normal,Others,Others,Others,Comedy,United States,Others,0
The Final Option,R,0.6081081081081081,0.28987839206421595,0.6384322308341582,0.5845126936390834,0.29807692307692313,8.006700845440367,51.24288541081835,long,Others,Others,Others,Action,Others,Others,0
Trail of the Pink Panther,PG,0.41891891891891886,0.41561469532530493,0.6384322308341582,0.663386396085921,0.15865384615384615,9.19023970026918,45.9511985013459,normal,Others,Others,Others,Comedy,United Kingdom,Others,0
The Border,R,0.6081081081081081,0.36525471178568925,0.7585181365721639,0.6380900706426249,0.21634615384615385,8.716207971151853,55.78373101537186,normal,Others,Others,Others,Crime,United States,Others,0
Best Friends,PG,0.4864864864864864,0.27868907923996245,0.7231201718424208,0.7538801957524657,0.2548076923076923,7.901377353792616,43.45757544585938,normal,Others,Others,Others,Comedy,United States,Warner Bros.,1
Shoot the Moon,R,0.6756756756756757,0.27051607107679043,0.7024961843855658,0.6645265070178055,0.2932692307692307,7.824445930877619,53.98867692305558,long,Others,Others,Others,Drama,United States,Metro-Goldwyn-Mayer (MGM),0
Lookin' to Get Out,R,0.43243243243243235,0.1329355272830106,0.7346883444657702,0.5176776573915618,0.20192307692307687,6.529418838262226,33.30003607513735,normal,Others,Others,Others,Comedy,United States,Others,0
Barbarosa,PG,0.6081081081081081,0.21627550814693453,0.6944541795198192,0.5568187087144598,0.1298076923076923,7.313886831633462,46.80887572245416,normal,Others,Others,Others,Others,United States,Others,0
The Soldier,R,0.45945945945945943,0.18335113356237587,0.6009572235552868,0.6402685653776239,0.15865384615384615,7.00397413672268,37.1210629246302,normal,Others,Others,Others,Action,United States,Others,0
Wrong Is Right,R,0.5135135135135135,0.2356331120774381,0.6856451599423127,0.6035733512401695,0.2596153846153846,7.496097345175956,42.72775486750295,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,0
Jekyll and Hyde... Together Again,R,0.581081081081081,0.18335113356237587,0.6215812079313173,0.6072249754806593,0.11538461538461536,7.00397413672268,43.42463964768061,short,Others,Others,Others,Others,United States,Paramount Pictures,0
Forced Vengeance,R,0.4999999999999999,0.2862779939782957,0.6215812079313173,0.6435625572832588,0.1298076923076923,7.972810784121404,44.64774039107986,normal,Others,Others,Others,Action,United States,Metro-Goldwyn-Mayer (MGM),0
Night Crossing,PG,0.6216216216216216,0.20108370922922725,0.6856451599423127,0.6553866918832363,0.21153846153846156,7.170888478512505,46.61077511033128,normal,Others,Others,Others,Drama,United Kingdom,Others,0
Things Are Tough All Over,R,0.5540540540540541,0.29336076151032753,0.6526795680971326,0.7180621807645338,0.1298076923076923,8.03947991910045,48.23687951460269,normal,Others,Others,Others,Action,United States,Others,1
Jinxed!,R,0.3783783783783784,0.17152343870787312,0.7126950761929022,0.5892404393676764,0.1923076923076923,6.892641641172089,32.39541571350882,normal,Others,Others,Others,Comedy,United States,Others,0
Five Days One Summer,PG,0.5675675675675674,0.17323525950343588,0.7231201718424208,0.417094008634117,0.21634615384615385,6.90875477931522,42.14340415382284,normal,Others,Others,Others,Drama,United States,Others,0
Partners,R,0.45945945945945943,0.1925869703527765,0.6384322308341582,0.6374991625915205,0.14423076923076922,7.090909822079984,37.58182205702391,normal,Others,Others,Others,Comedy,United States,Paramount Pictures,0
"Yes, Giorgio",PG,0.2702702702702703,0.12801550701867304,0.7449683464354199,0.5743879623476462,0.22596153846153844,6.483107351457199,25.284118670683075,normal,Others,Others,Others,Comedy,United States,Metro-Goldwyn-Mayer (MGM),0
Scarface,R,0.8648648648648648,0.8786723328785336,0.7703331046475647,0.7914181924150927,0.514423076923077,13.548938754204904,112.45619165990072,long,Brian De Palma,Others,Others,Crime,United States,Universal Pictures,1
The Outsiders,PG,0.7027027027027026,0.6359766376466024,0.6856451599423127,0.7306751355034122,0.13461538461538458,11.264476926102368,79.9777861753268,normal,Others,Others,Others,Crime,United States,Others,1
Star Wars: Episode VI - Return of the Jedi,PG,0.8648648648648648,0.9040845355789163,0.7945820577605281,0.9188797497028789,0.32692307692307687,13.788140388916844,114.4415652280098,long,Others,Others,Others,Action,United States,Others,1
Risky Business,R,0.6621621621621621,0.6425772856372353,0.6414628218158794,0.7890821214404298,0.17307692307692307,11.326607934898927,77.0209339573127,normal,Others,Others,Tom Cruise,Comedy,United States,Others,1
National Lampoon's Vacation,R,0.7432432432432432,0.6623722714334869,0.7231201718424208,0.7868695124075442,0.16826923076923078,11.51293546492023,85.1957224404097,normal,Others,John Hughes,Others,Adventure,United States,Others,1
Trading Places,R,0.7567567567567567,0.6988741010770524,0.7231201718424208,0.8118307481174245,0.2548076923076923,11.856522261533735,88.92391696150302,normal,Others,Others,Eddie Murphy,Comedy,United States,Others,1
Superman III,PG,0.41891891891891886,0.6182294636717077,0.8114330832702209,0.7853287683799512,0.29807692307692313,11.097425172408933,55.48712586204466,long,Others,Others,Others,Action,France,Others,0
The Big Chill,R,0.7162162162162161,0.5477642064135718,0.665021173255664,0.7813894881240249,0.20192307692307687,10.434145214930489,75.12584554749951,normal,Others,Others,Others,Comedy,United States,Columbia Pictures,1
Staying Alive,PG,0.3783783783783784,0.46083285598885004,0.7585181365721639,0.7904393675431678,0.14423076923076922,9.61587214452889,45.19459907928578,normal,Others,Others,John Travolta,Drama,United States,Paramount Pictures,1
Jaws 3-D,PG,0.24324324324324326,0.5676525740522481,0.7519913252345182,0.8100818471295239,0.17307692307692307,10.62135173563291,39.299001421841766,normal,Others,Others,Others,Adventure,United States,Universal Pictures,1
Christine,R,0.6486486486486486,0.6318099784923848,0.6828299753109629,0.7177054809556196,0.22596153846153844,11.225256725762891,75.2092200626114,normal,Others,Stephen King,Others,Horror,United States,Columbia Pictures,1
Flashdance,R,0.581081081081081,0.5887350550466303,0.6009572235552868,0.8136020254308995,0.15384615384615385,10.819798284210286,67.08274936210377,normal,Others,Others,Others,Drama,United States,Paramount Pictures,1
WarGames,PG,0.7027027027027026,0.6546626166421182,0.7024961843855658,0.8035926206737374,0.2451923076923077,11.440365524765756,81.22659522583686,normal,Others,Others,Others,Action,United States,Others,1
The Right Stuff,PG,0.7972972972972973,0.6026549195701126,0.7774462100685081,0.7182388150893289,0.625,10.950824090522444,85.41642790607507,long,Others,Others,Others,Adventure,United States,Others,0
Krull,PG,0.5675675675675674,0.5379509908409191,0.8286782448814766,0.703700445083506,0.27884615384615385,10.34177474101152,63.08482592017027,long,Others,Others,Others,Action,United Kingdom,Columbia Pictures,0
The Dead Zone,R,0.7162162162162161,0.6166075091500453,0.6856451599423127,0.7169296444446522,0.1923076923076923,11.082157933374816,79.79153712029868,normal,Others,Others,Others,Drama,United States,Others,1
Octopussy,PG,0.6216216216216216,0.6602260063882829,0.7791421247292064,0.793356005292521,0.32692307692307687,11.49273296168228,74.70276425093482,long,Others,Others,Others,Action,United Kingdom,Others,1
Private School,R,0.45945945945945943,0.36525471178568925,0.5886156200471969,0.6917192317587122,0.125,8.716207971151853,46.19590224710482,short,Others,Others,Others,Comedy,United States,Others,1
Valley Girl,R,0.6081081081081081,0.4535037261729734,0.3757999849528125,0.7053086525752714,0.17307692307692307,9.546884034617923,61.10005782155472,normal,Others,Others,Nicolas Cage,Comedy,United States,Others,1
Rumble Fish,R,0.7162162162162161,0.5413237886133447,0.6856451599423127,0.5802012706027384,0.1490384615384615,10.373522431293592,74.68936150531387,normal,Others,Others,Others,Crime,United States,Others,0
Videodrome,R,0.7162162162162161,0.6463493856277372,0.6376898594234116,0.5697200514347323,0.11538461538461536,11.362114203075018,81.80722226214013,short,Others,Others,Others,Horror,Canada,Others,0
Terms of Endearment,PG,0.7432432432432432,0.6026549195701126,0.665021173255664,0.8235566721539176,0.3317307692307693,10.950824090522444,81.0360982698661,long,Others,Others,Others,Comedy,United States,Paramount Pictures,1
Twilight Zone: The Movie,PG,0.6216216216216216,0.5477642064135718,0.6856451599423127,0.7394704391133176,0.1826923076923077,10.434145214930489,67.82194389704816,normal,Others,Others,Others,Horror,United States,Others,1
Never Say Never Again,PG,0.581081081081081,0.6132873664585162,0.8040351554852604,0.7802739339419131,0.34134615384615385,11.050905878263569,68.51561644523412,long,Others,Others,Others,Action,United Kingdom,Others,0
A Christmas Story,PG,0.8108108108108109,0.6934645132781635,0.5831773026017929,0.7165779376762151,0.14423076923076922,11.80560254159177,93.26426007857498,normal,Others,Others,Others,Comedy,United States,Metro-Goldwyn-Mayer (MGM),1
Cujo,R,0.5675675675675674,0.5676525740522481,0.6215812079313173,0.7181286281790389,0.14423076923076922,10.62135173563291,64.79024558736074,normal,Others,Stephen King,Others,Horror,United States,Others,1
Sudden Impact,R,0.635135135135135,0.5702125779126997,0.7585181365721639,0.7931171176680463,0.2596153846153846,10.645448706505872,70.25996146293876,normal,Clint Eastwood,Others,Clint Eastwood,Action,United States,Warner Bros.,1
Blue Thunder,R,0.6081081081081081,0.4802010765401975,0.7585181365721639,0.762849901546887,0.22115384615384615,9.798182590890704,62.70836858170051,normal,Others,Others,Others,Action,United States,Columbia Pictures,0
Breathless,R,0.5405405405405406,0.40296748759036327,0.6590562167506008,0.7142119058249605,0.17788461538461536,9.071193240566023,53.52004011933955,normal,Others,Others,Richard Gere,Action,United States,Others,1
Psycho II,R,0.6216216216216216,0.5150989009877643,0.6215812079313173,0.7500986077484659,0.24038461538461542,10.12667110305036,65.82336216982733,normal,Others,Others,Others,Crime,United States,Universal Pictures,1
Silkwood,R,0.7162162162162161,0.48594473664249616,0.6856451599423127,0.7517324394354383,0.32692307692307687,9.852246888342531,70.93617759606623,long,Others,Others,Meryl Streep,Biography,United States,Others,1
All the Right Moves,R,0.5405405405405406,0.4676888296353757,0.6320555824007489,0.7048965480669416,0.13461538461538458,9.680406499268877,57.11439834568637,normal,Others,Others,Tom Cruise,Drama,United States,Others,1
The Keep,R,0.5135135135135135,0.4278853223684982,0.6944541795198192,0.6140998079323192,0.15865384615384615,9.305741456739437,53.04272630341478,normal,Others,Others,Others,Drama,United Kingdom,Paramount Pictures,0
Yentl,PG,0.635135135135135,0.4456312582643768,0.7024961843855658,0.7595746569300008,0.33653846153846156,9.472781556562168,62.52035827331031,long,Others,Others,Others,Drama,United Kingdom,Others,1
Fire and Ice,PG,0.635135135135135,0.41776076526194195,0.4896803809464262,0.5035968605144168,0.08653846153846151,9.210440366976515,60.78890642204501,short,Others,Others,Others,Animation,United States,Others,0
Yellowbeard,PG,0.5540540540540541,0.38720165903926074,0.6458301576316748,0.6153329263287823,0.15865384615384615,8.922791623969637,53.53674974381782,normal,Others,Others,Others,Action,United Kingdom,Others,0
The Meaning of Life,R,0.7567567567567567,0.6772201033376136,0.6759072406803831,0.6957258168189586,0.21153846153846156,11.652696102959752,87.39522077219814,normal,Others,Others,Others,Comedy,United Kingdom,Others,0
Deathstalker,R,0.3648648648648648,0.33527669559031015,0.40045424949141817,0.6811104095548135,0.08173076923076922,8.434028950155469,38.79653317071515,short,Others,Others,Others,Action,United States,Others,1
